player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
ハイジ,H,7,亜種2パズズ,38,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png,チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング,ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=7&t=1,,,,
ハイジ,H,7,通常パズズ,55,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png,チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング,守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=7&t=1,,,,
ハイジ,H,7,魔力ルサルカ,51,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン,エンジェリックウィング / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=7&t=1,,,,
ハイジ,H,7,グレちゃん,38,亜1,https://eldersign.jp/img/mi/g/f0/021_gremlin_1g4.png,アウェイクニング / アムネジア / ウィンドボルト / ファイアランス / 風葬,HPブースト / クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=7&t=1,,,,
ハイジ,H,4,パズズ弟,38,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png,チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング,ハートオブオーシャン / ミラージュ / 守りのミンネ / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=7&t=1,,,,,,,
ハイジ,H,4,パズズ兄,55,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png,チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング,ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=7&t=1,,,,,,,
ハイジ,H,4,ルサルカ姉,51,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン,HPブースト / クィックオーダー / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=7&t=1,,,,,,,
ハイジ,H,4,ルサルカ妹,28,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,ウィンターブラスト / ファイアランス / フォグ / ペイルムーン / 光のベール,HPブースト / クィックオーダー / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=7&t=1,,,,,,,
酒と泪,I,10,ハイドラ,70,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png,クァドラストライク / ラーヴァフロウ / 炎のベール / 誘い受け / 踏みつけ,エンジェリックウィング,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=8&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=40&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=72&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=104&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=136&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=168&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=265&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=266&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=267&se=7&t=1,
酒と泪,I,10,オールドワン,65,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g7.png,デルバイス / トランキリティ / ミラーズ / ユロール / ラストシュリーク,リフレクション / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=8&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=40&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=72&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=104&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=136&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=168&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=265&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=266&se=7&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=267&se=7&t=1,
